transaction_id,user_id,account_age_days,total_transactions_user,avg_amount_user,amount,country,bin_country,channel,merchant_category,promo_used,avs_match,cvv_result,three_ds_flag,transaction_time,shipping_distance_km,is_fraud
1631,33,1189,60,88.81,59.46,FR,FR,web,gaming,1,1,1,1,2024-02-25T19:03:56Z,451.38,0
1632,33,1189,60,88.81,69.01,FR,FR,web,electronics,0,1,1,1,2024-02-25T23:53:09Z,282.35,0
1633,33,1189,60,88.81,59.44,FR,FR,web,fashion,1,1,1,1,2024-02-27T03:01:10Z,78.83,0
1634,33,1189,60,88.81,61.59,FR,FR,web,electronics,0,1,1,0,2024-03-05T19:58:42Z,89.39,0
1635,33,1189,60,88.81,346.35,FR,FR,app,gaming,0,1,1,1,2024-03-07T17:01:10Z,359.51,0
1636,33,1189,60,88.81,135.47,FR,NL,app,fashion,0,0,0,0,2024-03-15T16:33:26Z,1612.3,0
1637,33,1189,60,88.81,154.06,FR,FR,web,electronics,0,1,1,1,2024-03-19T10:32:51Z,330.12,0
1638,33,1189,60,88.81,113.58,FR,PL,web,electronics,0,1,1,1,2024-03-27T19:50:39Z,2327.83,0
1639,33,1189,60,88.81,39.78,FR,FR,app,gaming,0,1,1,1,2024-03-29T18:46:11Z,347.6,0
1640,33,1189,60,88.81,108.2,FR,FR,app,electronics,0,1,1,1,2024-04-14T12:57:23Z,368.9,0
1641,33,1189,60,88.81,151.86,FR,FR,app,gaming,0,1,1,1,2024-04-16T01:02:42Z,465.99,0
1642,33,1189,60,88.81,57.96,FR,FR,web,grocery,0,1,1,1,2024-04-23T16:17:45Z,277.56,0
1643,33,1189,60,88.81,143.91,FR,FR,web,grocery,0,1,1,1,2024-04-24T17:54:59Z,328.56,0
1644,33,1189,60,88.81,126.3,FR,FR,web,travel,0,1,1,1,2024-05-01T15:36:13Z,262.07,0
1645,33,1189,60,88.81,224.2,FR,FR,app,fashion,0,1,1,1,2024-05-10T01:35:35Z,309.7,0
1646,33,1189,60,88.81,72.07,FR,FR,web,electronics,0,1,1,1,2024-05-12T18:51:30Z,450.57,0
1647,33,1189,60,88.81,51.3,FR,FR,app,travel,0,1,1,1,2024-05-17T22:04:30Z,303.21,0
1648,33,1189,60,88.81,74.12,FR,FR,app,grocery,0,1,1,1,2024-05-19T05:34:33Z,278.62,0
1649,33,1189,60,88.81,182.05,FR,FR,web,travel,0,1,1,1,2024-05-21T21:14:07Z,276.54,0
1650,33,1189,60,88.81,35.6,FR,FR,app,fashion,0,1,1,1,2024-05-26T16:37:24Z,433.26,0
1651,33,1189,60,88.81,31.57,FR,FR,web,fashion,0,1,1,1,2024-05-27T22:26:58Z,205.51,0
1652,33,1189,60,88.81,92.87,FR,FR,app,grocery,0,1,1,0,2024-05-30T07:23:28Z,98.12,0
1653,33,1189,60,88.81,71.18,FR,FR,app,grocery,0,1,1,1,2024-06-10T12:39:57Z,108.57,0
1654,33,1189,60,88.81,89.15,FR,FR,web,grocery,0,1,1,1,2024-06-17T18:15:08Z,442.01,0
1655,33,1189,60,88.81,142.47,FR,FR,web,travel,0,1,1,1,2024-06-24T11:09:36Z,132.57,0
1656,33,1189,60,88.81,67.37,FR,FR,web,travel,0,1,1,1,2024-06-26T11:01:32Z,40.53,0
1657,33,1189,60,88.81,34.81,FR,FR,app,grocery,0,1,1,1,2024-06-30T09:58:02Z,54.83,0
1658,33,1189,60,88.81,246.84,FR,FR,app,grocery,0,0,1,1,2024-07-09T02:09:00Z,86.82,0
1659,33,1189,60,88.81,53.94,FR,FR,app,fashion,0,1,1,1,2024-07-10T00:55:35Z,220.46,0
1660,33,1189,60,88.81,52.3,FR,FR,app,electronics,0,1,1,1,2024-07-12T20:37:13Z,322.57,0
1661,33,1189,60,88.81,154.22,FR,FR,app,travel,0,1,1,0,2024-07-21T05:47:38Z,325.46,0
1662,33,1189,60,88.81,73.28,FR,FR,web,travel,1,1,1,1,2024-07-29T05:22:06Z,478.93,0
1663,33,1189,60,88.81,86.04,FR,FR,web,grocery,1,1,1,0,2024-07-29T10:26:10Z,202.25,0
1664,33,1189,60,88.81,113.06,FR,FR,app,electronics,0,1,1,1,2024-08-16T08:20:27Z,154.27,0
1665,33,1189,60,88.81,152.67,FR,FR,web,travel,0,1,1,1,2024-08-19T02:48:23Z,368.19,0
1666,33,1189,60,88.81,75.17,FR,FR,app,grocery,0,1,1,1,2024-09-11T07:00:17Z,222.94,0
1667,33,1189,60,88.81,189.9,FR,FR,app,electronics,0,1,1,1,2024-09-14T08:22:03Z,350.03,0
1668,33,1189,60,88.81,30.53,FR,FR,app,fashion,0,1,0,1,2024-09-15T16:36:07Z,51.19,0
1669,33,1189,60,88.81,129.85,FR,FR,web,electronics,1,1,1,1,2024-09-16T05:31:52Z,127.16,0
1670,33,1189,60,88.81,58.37,FR,FR,app,travel,0,1,1,1,2024-09-20T11:30:59Z,481.12,0
1671,33,1189,60,88.81,176.38,FR,FR,web,travel,0,1,1,0,2024-09-30T20:41:44Z,351.01,0
1672,33,1189,60,88.81,95.35,FR,FR,app,gaming,0,1,1,1,2024-10-03T08:45:04Z,407.21,0
1673,33,1189,60,88.81,63.44,FR,FR,web,grocery,0,1,1,0,2024-10-04T10:47:19Z,134.84,0
1674,33,1189,60,88.81,123.71,FR,FR,web,gaming,0,1,1,1,2024-10-13T09:33:37Z,266.63,0
1675,33,1189,60,88.81,138.81,FR,FR,app,travel,0,0,1,1,2024-10-17T02:54:42Z,354.34,0
1676,33,1189,60,88.81,122.42,FR,FR,web,travel,0,1,1,1,2024-10-19T15:25:37Z,448.83,0
1677,33,1189,60,88.81,53.07,FR,FR,app,travel,0,1,1,0,2024-10-22T01:05:31Z,300.41,0
1678,33,1189,60,88.81,69.72,FR,FR,app,grocery,0,1,1,1,2024-10-31T07:03:06Z,49.85,0
1679,34,691,45,31.26,31.19,ES,ES,app,gaming,0,1,1,1,2024-01-08T18:02:59Z,235.31,0
1680,34,691,45,31.26,30.62,ES,ES,app,grocery,0,1,1,1,2024-01-17T23:32:22Z,463.27,0
1681,34,691,45,31.26,45.47,ES,ES,app,grocery,0,1,1,1,2024-01-18T08:48:14Z,374.96,0
1682,34,691,45,31.26,11.41,ES,ES,app,electronics,0,0,0,0,2024-01-19T13:40:49Z,396.55,0
1683,34,691,45,31.26,36.95,ES,ES,web,fashion,0,0,0,0,2024-01-25T23:25:01Z,294.49,0
1684,34,691,45,31.26,27.04,ES,IT,web,gaming,0,1,1,1,2024-02-09T12:09:50Z,1748.35,0
1685,34,691,45,31.26,20.55,ES,ES,web,travel,1,1,1,1,2024-02-09T20:24:00Z,409.97,0
1686,34,691,45,31.26,21.56,ES,ES,app,fashion,0,1,0,0,2024-02-10T16:15:09Z,41.07,0
1687,34,691,45,31.26,28.08,ES,ES,app,grocery,0,1,1,1,2024-02-11T17:12:52Z,347.36,0
1688,34,691,45,31.26,5.16,ES,ES,app,fashion,0,0,1,1,2024-02-20T09:13:27Z,123.83,0
1689,34,691,45,31.26,22.01,ES,ES,web,grocery,1,1,1,1,2024-02-22T06:44:38Z,29.78,0
1690,34,691,45,31.26,20.17,ES,ES,app,gaming,1,0,0,0,2024-03-11T02:45:41Z,263.61,0
1691,34,691,45,31.26,40.8,ES,ES,app,fashion,0,1,1,0,2024-03-13T02:18:56Z,446.55,0
1692,34,691,45,31.26,20.9,ES,US,app,gaming,1,1,1,0,2024-03-25T14:44:11Z,2268.62,0
1693,34,691,45,31.26,28.07,ES,ES,web,grocery,1,0,0,1,2024-04-04T19:04:00Z,407.6,0
1694,34,691,45,31.26,67.59,ES,ES,app,electronics,1,1,1,1,2024-04-06T12:28:47Z,90.37,0
1695,34,691,45,31.26,51.39,ES,ES,web,electronics,0,1,1,0,2024-04-09T15:06:09Z,342.08,0
1696,34,691,45,31.26,49.08,ES,ES,app,gaming,0,0,0,0,2024-04-16T10:58:18Z,228.84,0
1697,34,691,45,31.26,24.35,ES,ES,app,travel,0,1,1,1,2024-04-18T10:43:59Z,149.4,0
1698,34,691,45,31.26,41.01,ES,ES,app,fashion,0,1,1,1,2024-04-18T22:53:48Z,347.9,0
1699,34,691,45,31.26,27.81,ES,ES,web,fashion,0,1,1,1,2024-04-26T20:02:57Z,185.73,0
1700,34,691,45,31.26,28.34,ES,ES,web,electronics,0,1,1,1,2024-04-29T19:15:54Z,473.1,0
1701,34,691,45,31.26,38.36,ES,ES,app,gaming,0,1,1,1,2024-05-04T23:50:40Z,392.73,0
1702,34,691,45,31.26,23.19,ES,ES,app,electronics,1,0,0,0,2024-05-07T20:07:56Z,220.01,0
1703,34,691,45,31.26,65.94,ES,ES,app,gaming,0,1,1,1,2024-05-12T06:19:21Z,53.68,0
1704,34,691,45,31.26,28.85,ES,GB,app,travel,0,1,1,1,2024-06-01T14:59:29Z,2170.56,0
1705,34,691,45,31.26,42.58,ES,ES,web,fashion,0,1,1,0,2024-06-09T13:13:32Z,333.35,0
1706,34,691,45,31.26,64.72,ES,ES,web,fashion,0,1,1,1,2024-06-12T07:45:10Z,384.21,0
1707,34,691,45,31.26,52.36,ES,PL,web,travel,0,1,1,1,2024-06-17T05:15:46Z,2280.68,0
1708,34,691,45,31.26,15.45,ES,ES,app,travel,0,1,1,1,2024-06-26T15:22:17Z,33.61,0
1709,34,691,45,31.26,39.05,ES,FR,app,fashion,0,1,1,1,2024-06-27T22:07:55Z,1142.86,0
1710,34,691,45,31.26,47.83,ES,ES,web,travel,0,1,0,1,2024-07-03T14:23:14Z,439.43,0
1711,34,691,45,31.26,48.82,ES,ES,web,gaming,0,1,1,1,2024-07-11T23:32:48Z,251.05,0
1712,34,691,45,31.26,17.92,ES,ES,app,travel,0,1,1,1,2024-07-18T21:31:47Z,469.44,0
1713,34,691,45,31.26,22.51,ES,ES,app,travel,0,1,1,1,2024-07-25T08:04:36Z,371.45,0
1714,34,691,45,31.26,51.4,ES,ES,web,grocery,0,1,1,1,2024-08-06T14:09:02Z,247.64,0
1715,34,691,45,31.26,21.36,ES,ES,web,gaming,0,1,1,1,2024-08-10T13:52:01Z,149.04,0
1716,34,691,45,31.26,26.91,ES,ES,app,fashion,0,1,1,1,2024-08-23T10:10:00Z,161.81,0
1717,34,691,45,31.26,68.73,ES,DE,web,gaming,0,1,1,0,2024-09-06T06:41:37Z,2008.89,0
1718,34,691,45,31.26,30.52,ES,TR,app,travel,0,1,1,1,2024-09-17T15:37:58Z,1282.52,0
1719,34,691,45,31.26,21.73,ES,ES,app,electronics,0,0,0,0,2024-09-24T07:36:26Z,338.67,0
1720,34,691,45,31.26,20.16,ES,ES,web,fashion,0,1,1,1,2024-10-03T13:26:30Z,210.29,0
1721,34,691,45,31.26,36.92,ES,ES,web,electronics,0,1,1,0,2024-10-03T16:42:59Z,58.28,0
1722,34,691,45,31.26,16.05,ES,ES,web,electronics,0,1,1,1,2024-10-06T00:53:39Z,185.73,0
1723,34,691,45,31.26,27.62,ES,ES,web,gaming,1,1,1,1,2024-10-23T18:58:42Z,72.66,0
1724,35,1568,56,204.9,242.05,FR,FR,app,grocery,0,1,1,1,2024-01-02T07:39:16Z,0.93,0
1725,35,1568,56,204.9,392.34,FR,FR,web,fashion,0,1,1,1,2024-01-02T08:26:05Z,9.23,0
1726,35,1568,56,204.9,286.09,FR,FR,app,fashion,0,1,1,1,2024-01-04T16:21:31Z,396.9,0
1727,35,1568,56,204.9,143.38,FR,FR,web,fashion,0,1,1,1,2024-01-18T19:53:29Z,345.25,0
1728,35,1568,56,204.9,369.35,FR,FR,app,travel,0,0,0,1,2024-01-28T14:17:24Z,336.3,0
1729,35,1568,56,204.9,176.41,FR,FR,web,electronics,0,1,1,1,2024-02-03T17:33:52Z,99.94,0
1730,35,1568,56,204.9,110.46,FR,FR,app,fashion,0,1,1,1,2024-02-06T18:04:12Z,15.01,0
1731,35,1568,56,204.9,188.02,FR,FR,app,fashion,0,1,1,1,2024-02-10T14:38:12Z,253.56,0
1732,35,1568,56,204.9,420.58,FR,FR,app,gaming,1,1,1,1,2024-02-19T10:06:21Z,100.53,0
1733,35,1568,56,204.9,222.55,FR,FR,web,fashion,0,1,1,1,2024-02-23T00:02:45Z,245.28,0
1734,35,1568,56,204.9,206.19,FR,FR,web,grocery,0,1,1,1,2024-02-25T21:02:30Z,125.47,0
1735,35,1568,56,204.9,464.59,FR,FR,app,grocery,0,0,1,1,2024-02-27T12:16:55Z,291.02,0
1736,35,1568,56,204.9,100.17,FR,FR,app,electronics,0,0,1,1,2024-03-01T10:48:05Z,227.39,0
1737,35,1568,56,204.9,107.74,FR,FR,app,travel,0,1,1,1,2024-03-03T11:37:00Z,311.29,0
1738,35,1568,56,204.9,91.34,FR,DE,web,electronics,0,1,1,1,2024-03-15T08:00:30Z,2313.87,0
1739,35,1568,56,204.9,246.87,FR,FR,app,electronics,0,1,1,1,2024-03-20T06:15:14Z,123.05,0
1740,35,1568,56,204.9,222.69,FR,FR,web,gaming,0,1,1,1,2024-04-02T18:32:34Z,351.57,0
1741,35,1568,56,204.9,443.15,FR,FR,web,travel,0,0,1,1,2024-04-05T03:02:06Z,478.5,0
1742,35,1568,56,204.9,231.43,FR,FR,app,gaming,0,1,1,1,2024-04-15T11:58:37Z,159.92,0
1743,35,1568,56,204.9,167.41,FR,FR,web,gaming,0,1,1,1,2024-04-20T15:50:52Z,268.03,0
1744,35,1568,56,204.9,205.09,FR,TR,web,gaming,0,1,1,1,2024-04-28T06:56:07Z,1688.68,0
1745,35,1568,56,204.9,217.33,FR,FR,app,fashion,0,1,1,0,2024-04-29T02:06:59Z,378.4,0
1746,35,1568,56,204.9,1234.04,FR,PL,web,gaming,0,1,0,0,2024-05-03T15:16:57Z,2866.42,1
1747,35,1568,56,204.9,88.82,FR,FR,web,fashion,1,1,1,1,2024-05-04T13:08:24Z,428.96,0
1748,35,1568,56,204.9,794.5,FR,FR,web,travel,0,1,1,1,2024-05-07T05:44:53Z,379.18,0
1749,35,1568,56,204.9,265.73,FR,NL,web,gaming,0,1,1,1,2024-05-08T16:43:11Z,898.68,0
1750,35,1568,56,204.9,227.59,FR,ES,app,electronics,0,1,1,1,2024-05-17T13:40:55Z,501.92,0
1751,35,1568,56,204.9,278.7,FR,FR,app,fashion,0,1,1,1,2024-05-26T22:17:57Z,143.5,0
1752,35,1568,56,204.9,292.15,FR,FR,web,grocery,0,1,1,0,2024-05-27T05:11:39Z,37.95,0
1753,35,1568,56,204.9,2892.55,FR,FR,web,grocery,0,1,1,1,2024-05-28T06:08:07Z,37.56,1
1754,35,1568,56,204.9,191.0,FR,FR,web,fashion,0,1,1,1,2024-06-03T18:39:50Z,490.51,0
1755,35,1568,56,204.9,149.44,FR,FR,web,electronics,1,0,1,0,2024-06-23T01:32:58Z,245.83,1
1756,35,1568,56,204.9,276.52,FR,FR,app,electronics,0,1,1,1,2024-06-23T08:30:12Z,233.42,0
1757,35,1568,56,204.9,248.49,FR,FR,web,grocery,0,0,0,0,2024-07-03T23:42:13Z,259.53,0
1758,35,1568,56,204.9,136.67,FR,FR,app,gaming,0,1,1,1,2024-07-10T05:27:10Z,141.53,0
1759,35,1568,56,204.9,416.57,FR,PL,app,travel,1,1,1,1,2024-07-17T17:36:22Z,714.63,0
1760,35,1568,56,204.9,237.28,FR,FR,web,grocery,1,1,1,1,2024-08-01T09:56:30Z,479.53,0
1761,35,1568,56,204.9,295.14,FR,FR,web,electronics,0,1,1,1,2024-08-11T04:35:25Z,33.88,0
1762,35,1568,56,204.9,410.96,FR,FR,web,travel,0,1,1,1,2024-08-13T10:02:02Z,83.03,0
1763,35,1568,56,204.9,207.16,FR,FR,web,fashion,0,1,1,1,2024-08-17T17:01:37Z,114.13,0
1764,35,1568,56,204.9,240.09,FR,FR,app,gaming,0,1,1,1,2024-08-17T20:49:20Z,215.1,0
1765,35,1568,56,204.9,307.22,FR,US,web,electronics,0,1,1,1,2024-08-20T09:14:16Z,2162.9,0
1766,35,1568,56,204.9,142.61,FR,FR,web,fashion,0,1,1,1,2024-08-21T16:13:31Z,143.39,0
1767,35,1568,56,204.9,210.52,FR,FR,web,gaming,0,0,0,0,2024-08-28T09:00:53Z,436.3,0
1768,35,1568,56,204.9,218.18,FR,FR,web,grocery,0,1,1,1,2024-09-04T18:03:52Z,235.96,0
1769,35,1568,56,204.9,127.04,FR,FR,web,gaming,0,1,1,1,2024-09-05T04:18:36Z,52.72,0
1770,35,1568,56,204.9,652.86,FR,FR,app,travel,1,1,0,0,2024-09-08T18:37:32Z,68.3,0
1771,35,1568,56,204.9,101.38,FR,PL,app,electronics,0,1,1,0,2024-09-10T09:17:44Z,1375.71,0
1772,35,1568,56,204.9,107.07,FR,FR,web,gaming,0,1,1,1,2024-09-12T05:46:38Z,6.48,0
1773,35,1568,56,204.9,395.31,FR,FR,app,fashion,0,1,1,1,2024-09-13T01:11:16Z,236.07,0
1774,35,1568,56,204.9,292.71,FR,FR,app,gaming,0,1,1,1,2024-09-19T23:43:58Z,420.76,0
1775,35,1568,56,204.9,122.68,FR,FR,app,gaming,0,1,1,1,2024-10-02T13:55:05Z,88.85,0
1776,35,1568,56,204.9,277.6,FR,FR,web,gaming,0,1,1,1,2024-10-06T14:20:55Z,161.57,0
1777,35,1568,56,204.9,426.87,FR,FR,web,electronics,0,1,1,1,2024-10-10T13:30:28Z,182.65,0
1778,35,1568,56,204.9,201.83,FR,FR,web,grocery,0,1,1,1,2024-10-23T18:33:15Z,271.72,0
1779,35,1568,56,204.9,751.41,FR,FR,web,gaming,0,0,0,0,2024-10-30T20:08:57Z,30.14,0
1780,36,1129,60,26.55,11.21,US,US,web,grocery,0,1,1,1,2024-01-03T07:18:42Z,172.27,0
1781,36,1129,60,26.55,37.56,US,US,app,fashion,0,1,1,1,2024-01-16T17:51:47Z,285.4,0
1782,36,1129,60,26.55,47.58,US,US,web,fashion,0,1,1,1,2024-01-17T08:19:35Z,350.85,0
1783,36,1129,60,26.55,41.46,US,US,app,travel,0,1,1,1,2024-01-19T11:05:50Z,120.33,0
1784,36,1129,60,26.55,23.97,US,US,app,travel,0,1,1,1,2024-01-21T15:38:37Z,32.21,0
1785,36,1129,60,26.55,22.96,US,US,web,electronics,1,1,1,1,2024-01-24T12:35:38Z,382.91,0
1786,36,1129,60,26.55,33.16,US,US,web,fashion,0,1,1,1,2024-02-15T23:20:33Z,215.55,0
1787,36,1129,60,26.55,39.93,US,US,app,gaming,0,1,1,1,2024-02-19T00:21:32Z,377.5,0
1788,36,1129,60,26.55,35.89,US,US,app,fashion,0,1,1,1,2024-03-02T20:08:01Z,46.19,0
1789,36,1129,60,26.55,44.66,US,US,app,grocery,0,1,1,0,2024-03-04T00:04:59Z,156.86,0
1790,36,1129,60,26.55,15.95,US,US,web,grocery,0,1,1,1,2024-03-04T21:40:35Z,288.31,0
1791,36,1129,60,26.55,23.7,US,US,app,fashion,0,1,1,1,2024-03-14T12:26:54Z,466.45,0
1792,36,1129,60,26.55,16.6,US,US,app,gaming,1,1,0,0,2024-03-20T01:10:28Z,234.54,0
1793,36,1129,60,26.55,21.89,US,US,web,travel,0,1,1,1,2024-03-26T01:31:18Z,202.61,0
1794,36,1129,60,26.55,44.11,US,US,app,electronics,0,0,1,1,2024-04-01T06:06:32Z,40.37,0
1795,36,1129,60,26.55,28.03,US,US,web,fashion,0,1,1,1,2024-04-01T16:46:55Z,339.91,0
1796,36,1129,60,26.55,97.77,US,US,app,fashion,0,1,1,0,2024-04-07T14:40:48Z,375.87,0
1797,36,1129,60,26.55,29.25,US,US,web,travel,0,1,1,1,2024-04-07T21:53:26Z,165.65,0
1798,36,1129,60,26.55,27.36,US,US,app,electronics,1,1,1,1,2024-04-08T16:49:54Z,418.77,0
1799,36,1129,60,26.55,28.0,US,ES,web,fashion,0,1,1,0,2024-04-14T22:49:50Z,2080.76,0
1800,36,1129,60,26.55,19.3,US,US,web,grocery,0,1,1,1,2024-04-19T16:01:10Z,306.24,0
1801,36,1129,60,26.55,25.8,US,US,app,grocery,0,1,1,1,2024-04-25T03:33:50Z,67.05,0
1802,36,1129,60,26.55,46.67,US,US,app,fashion,0,1,1,1,2024-04-28T20:29:04Z,235.32,0
1803,36,1129,60,26.55,28.11,US,US,app,travel,0,1,1,0,2024-05-02T17:46:35Z,105.73,0
1804,36,1129,60,26.55,17.86,US,US,web,electronics,0,1,1,1,2024-05-21T02:54:46Z,400.13,0
1805,36,1129,60,26.55,16.72,US,US,web,grocery,0,1,1,1,2024-05-21T12:23:11Z,329.39,0
1806,36,1129,60,26.55,21.2,US,US,web,fashion,0,1,1,1,2024-05-26T19:51:32Z,169.91,0
1807,36,1129,60,26.55,27.55,US,US,app,grocery,0,1,1,1,2024-06-02T17:18:55Z,158.39,0
1808,36,1129,60,26.55,48.23,US,US,web,fashion,0,1,1,1,2024-06-04T22:20:30Z,379.22,0
1809,36,1129,60,26.55,13.58,US,US,web,electronics,0,1,1,1,2024-06-11T06:39:41Z,326.79,0
1810,36,1129,60,26.55,22.63,US,US,app,electronics,0,1,1,1,2024-06-12T07:14:01Z,273.77,0
1811,36,1129,60,26.55,28.54,US,US,web,gaming,0,1,1,1,2024-06-13T20:18:51Z,379.62,0
1812,36,1129,60,26.55,10.62,US,US,web,electronics,0,1,1,1,2024-06-15T02:26:36Z,147.67,0
1813,36,1129,60,26.55,17.5,US,US,web,fashion,0,1,1,1,2024-06-25T21:38:27Z,300.18,0
1814,36,1129,60,26.55,18.9,US,FR,web,fashion,0,1,1,1,2024-06-26T18:46:26Z,2363.24,0
1815,36,1129,60,26.55,17.84,US,US,app,grocery,0,1,1,1,2024-07-11T17:46:49Z,365.67,0
1816,36,1129,60,26.55,29.23,US,US,app,gaming,0,1,0,0,2024-07-13T13:55:30Z,143.74,0
1817,36,1129,60,26.55,24.5,US,US,app,electronics,0,1,1,1,2024-07-14T03:36:03Z,166.35,0
1818,36,1129,60,26.55,20.12,US,US,web,grocery,0,1,1,1,2024-07-21T20:28:38Z,13.87,0
1819,36,1129,60,26.55,32.89,US,US,web,grocery,1,0,0,0,2024-08-08T08:27:39Z,25.99,0
1820,36,1129,60,26.55,62.85,US,US,web,grocery,0,1,1,1,2024-08-12T10:19:23Z,242.21,0
1821,36,1129,60,26.55,60.27,US,US,app,grocery,0,1,0,0,2024-08-13T09:22:28Z,264.98,0
1822,36,1129,60,26.55,10.15,US,US,app,electronics,0,1,1,1,2024-08-15T09:23:37Z,202.43,0
1823,36,1129,60,26.55,35.43,US,US,app,grocery,0,1,1,1,2024-08-15T23:16:06Z,397.46,0
1824,36,1129,60,26.55,24.29,US,US,app,fashion,0,0,0,0,2024-08-17T00:38:02Z,105.35,0
1825,36,1129,60,26.55,28.7,US,US,app,fashion,1,1,1,1,2024-08-19T14:49:25Z,107.97,0
1826,36,1129,60,26.55,21.76,US,US,app,fashion,0,1,1,0,2024-09-02T05:59:57Z,220.58,0
1827,36,1129,60,26.55,28.16,US,TR,web,fashion,0,1,1,1,2024-09-15T03:47:57Z,697.29,0
1828,36,1129,60,26.55,28.64,US,US,web,gaming,0,1,1,1,2024-09-17T05:38:34Z,122.05,0
1829,36,1129,60,26.55,19.88,US,DE,web,grocery,1,1,1,1,2024-09-20T09:22:18Z,2412.64,0
1830,36,1129,60,26.55,16.96,US,US,app,grocery,1,1,1,1,2024-09-23T12:08:25Z,326.73,0
1831,36,1129,60,26.55,21.22,US,US,web,electronics,0,1,1,1,2024-10-03T22:32:15Z,432.54,0
1832,36,1129,60,26.55,29.85,US,US,app,gaming,0,0,1,1,2024-10-08T03:08:08Z,164.52,0
1833,36,1129,60,26.55,35.83,US,US,app,electronics,0,1,1,1,2024-10-10T13:12:19Z,476.38,0
1834,36,1129,60,26.55,40.68,US,US,app,grocery,0,1,1,1,2024-10-13T06:18:39Z,194.68,0
1835,36,1129,60,26.55,20.74,US,US,web,grocery,0,1,1,1,2024-10-17T16:28:44Z,386.66,0
1836,36,1129,60,26.55,30.6,US,US,web,electronics,0,0,0,1,2024-10-20T06:17:03Z,259.44,0
1837,36,1129,60,26.55,42.97,US,IT,app,fashion,0,1,1,1,2024-10-23T00:27:47Z,1055.83,0
1838,36,1129,60,26.55,47.56,US,US,app,gaming,0,0,1,1,2024-10-23T07:52:59Z,400.94,0
1839,36,1129,60,26.55,25.78,US,US,web,electronics,0,1,1,0,2024-10-30T14:06:35Z,154.1,0
1840,37,1398,59,110.93,99.33,PL,PL,app,gaming,0,0,0,1,2024-01-01T16:35:27Z,387.75,0
1841,37,1398,59,110.93,122.05,PL,PL,web,grocery,0,1,1,0,2024-01-07T15:33:55Z,251.65,0
1842,37,1398,59,110.93,62.43,PL,PL,app,gaming,0,1,1,1,2024-01-08T21:05:51Z,294.35,0
1843,37,1398,59,110.93,100.69,PL,PL,app,gaming,0,1,1,1,2024-01-19T00:41:02Z,406.22,0
1844,37,1398,59,110.93,160.96,PL,PL,app,travel,0,1,1,1,2024-01-20T12:20:35Z,417.91,0
1845,37,1398,59,110.93,152.91,PL,PL,app,grocery,0,1,1,1,2024-01-21T08:04:02Z,455.13,0
1846,37,1398,59,110.93,96.9,PL,PL,web,gaming,0,1,1,1,2024-01-30T02:53:58Z,346.6,0
1847,37,1398,59,110.93,123.68,PL,PL,web,electronics,0,1,1,0,2024-01-31T11:25:07Z,464.19,0
1848,37,1398,59,110.93,73.45,PL,PL,web,electronics,0,1,1,0,2024-02-05T21:19:56Z,100.49,0
1849,37,1398,59,110.93,157.69,PL,PL,app,electronics,0,1,1,1,2024-02-06T04:59:30Z,0.3,0
1850,37,1398,59,110.93,106.69,PL,PL,app,grocery,1,1,1,1,2024-02-07T19:31:24Z,214.99,0
1851,37,1398,59,110.93,96.63,PL,PL,app,electronics,0,0,1,1,2024-02-20T04:54:27Z,360.35,0
1852,37,1398,59,110.93,92.57,PL,PL,app,fashion,0,1,1,1,2024-03-10T04:58:44Z,67.75,0
1853,37,1398,59,110.93,107.49,PL,PL,web,fashion,0,1,1,0,2024-03-18T21:54:10Z,492.01,0
1854,37,1398,59,110.93,88.67,PL,PL,app,grocery,1,1,1,1,2024-03-21T10:12:46Z,209.27,0
1855,37,1398,59,110.93,154.15,PL,PL,web,electronics,0,1,1,1,2024-03-25T19:41:38Z,217.92,0
1856,37,1398,59,110.93,91.03,PL,PL,app,gaming,1,1,1,1,2024-04-07T20:43:52Z,406.57,0
1857,37,1398,59,110.93,246.0,PL,DE,web,electronics,0,1,1,0,2024-04-12T02:15:24Z,809.46,0
1858,37,1398,59,110.93,230.78,PL,PL,app,fashion,0,1,1,1,2024-04-22T05:06:00Z,2.13,0
1859,37,1398,59,110.93,71.03,PL,PL,app,grocery,0,1,1,1,2024-04-27T10:27:25Z,138.77,0
1860,37,1398,59,110.93,114.86,PL,PL,web,grocery,0,1,1,1,2024-05-06T23:30:54Z,332.76,0
1861,37,1398,59,110.93,80.12,PL,NL,web,gaming,0,1,1,1,2024-05-12T17:42:59Z,947.16,0
1862,37,1398,59,110.93,94.21,PL,PL,app,fashion,0,1,1,1,2024-05-14T02:15:54Z,416.08,0
1863,37,1398,59,110.93,301.89,PL,TR,web,grocery,0,0,0,0,2024-05-17T00:32:14Z,2618.68,1
1864,37,1398,59,110.93,95.11,PL,PL,app,grocery,1,0,0,0,2024-05-18T23:57:58Z,386.22,0
1865,37,1398,59,110.93,132.82,PL,PL,app,grocery,0,1,1,1,2024-05-21T21:15:32Z,466.39,0
1866,37,1398,59,110.93,145.41,PL,GB,web,gaming,0,1,1,1,2024-06-04T05:04:59Z,1848.61,1
1867,37,1398,59,110.93,67.26,PL,PL,app,gaming,1,1,1,1,2024-06-10T14:20:32Z,292.52,0
1868,37,1398,59,110.93,72.34,PL,PL,web,grocery,0,1,1,1,2024-06-15T23:14:08Z,98.94,0
